Roll_S1,Pitch_S1,Yaw_S1,Roll_S2,Pitch_S2,Yaw_S2,Roll_S3,Pitch_S3,Yaw_S3,Miscare,Time
-13.74,-75.49,-3.72,-73.39,-16.82,-26.5,-4.73,69.21,0.06,Read_Book_Normal,4.8
-13.3,-76.23,-4.39,-73.61,-16.55,-26.5,-4.88,69.72,0.15,Read_Book_Normal,4.82
-12.72,-76.85,-4.55,-73.86,-16.06,-26.5,-5.1,70.54,0.05,Read_Book_Normal,4.84
-12.01,-77.45,-5.31,-74.48,-15.64,-26.5,-5.4,71.52,-0.31,Read_Book_Normal,4.86
-11.03,-78.13,-4.89,-74.52,-14.95,-26.5,-6.06,72.81,-0.58,Read_Book_Normal,4.88
-11.01,-77.18,-4.43,-73.01,-15.45,-26.5,-4.06,72.85,-0.79,Read_Book_Normal,4.9
-11.13,-76.99,-3.98,-72.66,-16.16,-26.5,-2.03,72.18,-0.56,Read_Book_Normal,4.92
-11,-76.8,-5.09,-72.78,-16.93,-26.5,0.8,71.54,0.1,Read_Book_Normal,4.94
-10.93,-76.81,-4.97,-73.52,-16.68,-26.5,0.62,71.73,0.2,Read_Book_Normal,4.96
-11.01,-77.72,-4.16,-73.59,-16.52,-26.5,-1.1,71.8,0.24,Read_Book_Normal,4.98
-11.39,-77.48,-3.3,-73.4,-16.19,-26.5,-2.76,71.64,0.31,Read_Book_Normal,5
-11.3,-77.17,-4.09,-73.38,-15.91,-26.5,-3.37,71.72,0.21,Read_Book_Normal,5.02
-11.91,-75.05,-4.23,-72.21,-16.61,-26.5,-1.24,71.29,-0.28,Read_Book_Normal,5.04
-12.39,-75.28,-3.63,-71.53,-17.58,-26.5,0.75,70.36,-0.31,Read_Book_Normal,5.06
-12.46,-75.74,-3.73,-72.07,-17.92,-26.5,1.59,69.65,0.22,Read_Book_Normal,5.08
-13.61,-74.88,-3.28,-73.76,-15.96,-26.5,-6.29,70.35,-0.3,Read_Book_Abnormal,5.1
-14.8,-72.36,-2.94,-71.55,-17.15,-26.5,-4.79,69.44,-0.33,Read_Book_Abnormal,5.12
-16.88,-71.15,-1.4,-71.11,-19.04,-26.5,-2.84,67.02,-0.54,Read_Book_Abnormal,5.14
-18.28,-68.88,-1.54,-68.03,-20.86,-26.5,-0.89,65.01,-0.83,Read_Book_Abnormal,5.16
-18.99,-68.26,-1.57,-67.82,-22.11,-26.5,0.65,63.55,-0.76,Read_Book_Abnormal,5.18
-19.64,-66.86,-0.73,-66.36,-23.52,-26.5,1.88,62.06,0.07,Read_Book_Abnormal,5.2
-19.69,-68.16,-1.43,-67.26,-23.24,-26.5,1.59,62.03,0.42,Read_Book_Abnormal,5.22
-20.37,-65.27,-1.54,-65.35,-24.25,-26.5,3.6,61.74,0.42,Read_Book_Abnormal,5.24
-21.57,-64.91,-1.48,-65.82,-24.9,-26.5,2.91,61.09,0.95,Read_Book_Abnormal,5.26
-23.97,-59.28,0.5,-60.92,-27.27,-26.5,3.95,58.81,-0.89,Read_Book_Abnormal,5.28
-24.3,-62.6,0.66,-60.44,-29.04,-26.5,7.29,57.73,-0.95,Read_Book_Abnormal,5.3
-23.57,-61.46,0.58,-61.31,-28.86,-26.5,6.53,58.1,-0.1,Read_Book_Abnormal,5.32
-25.02,-59.41,1.68,-58.77,-29.55,-26.5,5.37,55.76,-1.24,Read_Book_Abnormal,5.34
-24.98,-60.01,0.94,-59.76,-30.22,-26.5,6.21,53.99,0.63,Read_Book_Abnormal,5.36
-25.54,-59.45,0.82,-60.42,-28.99,-26.5,5.37,54.68,1.31,Read_Book_Abnormal,5.38
-25.88,-59.35,1.21,-59.5,-28.8,-26.5,4.92,54.92,-0.19,Read_Book_Abnormal,5.4
-25.63,-59.25,1.35,-59.35,-29.5,-26.5,5.6,55.03,-0.22,Read_Book_Abnormal,5.42
-25.91,-58.78,1.39,-58.53,-29.96,-26.5,6.23,54.74,0.06,Read_Book_Abnormal,5.44
-26.15,-58.33,1.53,-58.36,-30.15,-26.5,6.2,54.42,-0.03,Read_Book_Abnormal,5.46
-26.28,-57.98,1.82,-58.15,-30.27,-26.5,6,54.33,0,Read_Book_Abnormal,5.48
-26.27,-58.18,2.11,-58.32,-30.16,-26.5,5.95,54.37,0.03,Read_Book_Abnormal,5.5
-26.19,-58.25,2.25,-58.28,-30.08,-26.5,5.79,54.63,0.12,Read_Book_Abnormal,5.52
-26.19,-58.39,1.07,-58.67,-29.79,-26.5,5.17,54.94,0.03,Read_Book_Abnormal,5.54
-26.02,-58.77,1.36,-58.96,-29.51,-26.5,5.1,55.34,-0.07,Read_Book_Abnormal,5.56
-25.94,-58.67,1.81,-58.83,-29.39,-26.5,5.17,55.44,-0.17,Read_Book_Abnormal,5.58
-25.92,-58.38,1.14,-58.96,-29.31,-26.5,5.16,55.14,-0.11,Read_Book_Abnormal,5.6
-25.74,-58.75,1.2,-59.19,-29.26,-26.5,5.23,55.23,-0.12,Read_Book_Abnormal,5.62
-25.69,-58.69,0.89,-58.98,-29.31,-26.5,5.26,55.28,-0.12,Read_Book_Abnormal,5.64
-25.61,-58.99,0.95,-59.33,-29.25,-26.5,5.34,55.2,-0.02,Read_Book_Abnormal,5.66
-25.01,-59.22,1.78,-60.24,-28.66,-26.5,5.17,55.16,-0.07,Read_Book_Abnormal,5.68
-25.12,-58.71,1.59,-59.04,-28.57,-26.5,5.02,55.15,-0.08,Read_Book_Abnormal,5.7
-26.69,-58.42,1.96,-58.12,-30.51,-26.5,4.99,55.38,-0.12,Read_Book_Abnormal,5.72
-27.16,-57.82,1.13,-57.72,-31.05,-26.5,5.23,55.35,-0.03,Read_Book_Abnormal,5.74
-27.15,-58.8,1.36,-58.27,-30.95,-26.5,5.07,55.37,-0.11,Read_Book_Abnormal,5.76
-26.65,-58.56,2.32,-59.43,-30.37,-26.5,4.92,55.21,-0.04,Read_Book_Abnormal,5.78
-25.85,-59.25,1.21,-59.47,-29.5,-26.5,4.85,55.48,-0.02,Read_Book_Abnormal,5.8
-25.56,-59.18,1.02,-59.25,-29.24,-26.5,4.92,55.61,-0.05,Read_Book_Abnormal,5.82
-25.53,-59.37,2.16,-59.38,-29.16,-26.5,4.96,55.68,0.11,Read_Book_Abnormal,5.84
-25.79,-58.66,1.6,-59.35,-29.08,-26.5,4.61,55.75,0,Read_Book_Abnormal,5.86
-26.15,-58.25,2.64,-58.72,-29.52,-26.5,4.46,55.43,-0.16,Read_Book_Abnormal,5.88
-26.27,-58.9,1.92,-59.21,-29.55,-26.5,4.66,55.34,-0.09,Read_Book_Abnormal,5.9
-26.49,-58.33,2.36,-58.12,-29.76,-26.5,4.73,54.88,-0.21,Read_Book_Abnormal,5.92
-26.42,-58.79,2.26,-59.33,-29.79,-26.5,5.1,54.75,-0.05,Read_Book_Abnormal,5.94
-26.41,-58.19,1.08,-58.75,-29.81,-26.5,5.03,54.68,-0.03,Read_Book_Abnormal,5.96
-26.29,-58.8,1.17,-58.49,-29.67,-26.5,4.8,54.84,-0.06,Read_Book_Abnormal,5.98
-26.14,-58.44,0.81,-59.16,-29.44,-26.5,4.82,55.12,-0.02,Read_Book_Abnormal,6
-26.14,-58.64,1.65,-59.06,-29.53,-26.5,4.93,55.26,-0.04,Read_Book_Abnormal,6.02
-26.36,-58.24,1.5,-58.97,-29.66,-26.5,4.74,55.24,-0.03,Read_Book_Abnormal,6.04
-26.64,-58.14,1.73,-58.26,-29.89,-26.5,4.8,55.03,-0.15,Read_Book_Abnormal,6.06
-26.89,-57.36,2.13,-57.18,-30.09,-26.5,4.87,55.29,-0.24,Read_Book_Abnormal,6.08
-28.14,-54.93,2.72,-55.12,-31.15,-26.5,4.78,54.29,-0.59,Read_Book_Abnormal,6.1
-29.5,-53.76,3.04,-54.08,-32.91,-26.5,6.4,51.77,0.22,Read_Book_Abnormal,6.12
-30.49,-53.92,4.47,-54.1,-33.71,-26.5,6.11,50.11,0.37,Read_Book_Abnormal,6.14
-31.05,-54.48,3.69,-54.86,-33.03,-26.5,4.32,50.28,0.32,Read_Book_Abnormal,6.16
-30.79,-54.64,4.25,-55.38,-32.58,-26.5,3.87,50.98,-0.12,Read_Book_Abnormal,6.18
-30.07,-55.38,3.67,-56.1,-31.6,-26.5,3.52,52.19,-0.59,Read_Book_Abnormal,6.2
-30.02,-54.44,3.15,-54.62,-32.15,-26.5,4.69,51.37,-0.97,Read_Book_Abnormal,6.22
-30.07,-53.36,3.98,-53.82,-32.76,-26.5,5.68,50.51,-0.34,Read_Book_Abnormal,6.24
-30.32,-52.7,4.07,-53.18,-33.83,-26.5,7.14,49.4,-0.16,Read_Book_Abnormal,6.26
-30.03,-52.59,3.61,-52.81,-34.36,-26.5,8.13,49.28,0.49,Read_Book_Abnormal,6.28
-30.73,-51.52,4.76,-52.23,-35.11,-26.5,8.22,48.43,0.13,Read_Book_Abnormal,6.3
-30.69,-52.95,4.08,-52.89,-35.31,-26.5,7.66,48.11,0.09,Read_Book_Abnormal,6.32
-30.09,-52.08,4.68,-53.06,-34.77,-26.5,8.04,49.03,-0.08,Read_Book_Abnormal,6.34
-30.47,-53.08,4.4,-54.27,-34.57,-26.5,7.58,49.01,0.43,Read_Book_Abnormal,6.36
-30.41,-53.39,3.94,-52.9,-35.61,-26.5,8.7,48.5,0.19,Read_Book_Abnormal,6.38
-29.98,-54.01,3.75,-53.96,-33.98,-26.5,6.88,48.94,0.34,Read_Book_Abnormal,6.4
-29.2,-53.83,3.37,-54.76,-32.9,-26.5,6.48,51.16,0.1,Read_Book_Abnormal,6.42
-29.11,-53.42,4.48,-53.5,-33.3,-26.5,6.82,51.59,-0.58,Read_Book_Abnormal,6.44
-29.99,-53.14,3.89,-52.33,-33.87,-26.5,6.58,50.42,-0.59,Read_Book_Abnormal,6.46
-29.64,-53.75,3.52,-53.44,-33.95,-26.5,6.96,50.83,0.26,Read_Book_Abnormal,6.48
-30.2,-54.51,4.66,-54.62,-33.41,-26.5,5.07,50.88,0.97,Read_Book_Abnormal,6.5
-29.59,-54.12,4.6,-55.24,-31.59,-26.5,4.8,52.49,0.35,Read_Book_Abnormal,6.52
-29.39,-54.25,4.27,-55.98,-31.91,-26.5,4.65,52.43,-0.27,Read_Book_Abnormal,6.54
-29.18,-54.66,4.6,-55.31,-31.91,-26.5,4.69,52.6,-0.23,Read_Book_Abnormal,6.56
-29.26,-55.11,4.36,-55.43,-32.17,-26.5,4.63,52.27,-0.34,Read_Book_Abnormal,6.58
-29.15,-54.9,4.94,-56.22,-31.99,-26.5,4.48,52.18,-0.02,Read_Book_Abnormal,6.6
-29.04,-54.69,4.38,-55.49,-31.54,-26.5,4.49,52.78,-0.1,Read_Book_Abnormal,6.62
-28.51,-55.25,4.36,-55.81,-31.96,-26.5,5.74,53.05,-1.14,Read_Book_Abnormal,6.64
-28.38,-56.52,3.82,-56.67,-31.13,-26.5,3.18,53.32,-2.41,Read_Book_Abnormal,6.66
-28.11,-57.58,2.29,-57.46,-30.84,-26.5,4.29,53.55,-2.46,Read_Book_Abnormal,6.68
-27.46,-56.66,1.16,-54.94,-32.11,-26.5,5.12,53.32,-0.15,Read_Book_Abnormal,6.7
-27.65,-56.86,1.25,-57.06,-31.95,-26.5,8.55,53.37,2.52,Read_Book_Abnormal,6.72
-26.95,-55.55,1.11,-56.42,-30.65,-26.5,6.46,55,1.82,Read_Book_Abnormal,6.74
-28.36,-56.32,2.55,-56.66,-30.58,-26.5,5.31,53.69,1.11,Read_Book_Abnormal,6.76
-28.27,-57.8,2.97,-57.68,-30.29,-26.5,3.52,53.14,0.83,Read_Book_Abnormal,6.78
-26.55,-59.72,3.1,-60.4,-29.1,-26.5,4.28,55.1,-0.01,Read_Book_Abnormal,6.8
-24.57,-61.96,2.36,-60.94,-28.37,-26.5,3.23,58.02,-1.02,Read_Book_Abnormal,6.82
-26.32,-57.69,1.61,-58.79,-28.84,-26.5,3.64,56.91,0.15,Read_Book_Abnormal,6.84
-27.23,-57.43,2.73,-57.93,-29.48,-26.5,4.2,55.33,-0.21,Read_Book_Abnormal,6.86
-27.78,-55.63,3.16,-56.19,-30.51,-26.5,4.47,54.52,-0.46,Read_Book_Abnormal,6.88
-28.96,-55.8,3.19,-56.95,-31.16,-26.5,3.61,53.08,-0.17,Read_Book_Abnormal,6.9
-29.64,-56.77,4.03,-56.32,-30.94,-26.5,3.64,52.1,-0.58,Read_Book_Abnormal,6.92
-27.97,-57.19,3.65,-57.36,-31.57,-26.5,6.2,52.77,-0.52,Read_Book_Abnormal,6.94
-27.45,-55.61,3.85,-56.08,-32.39,-26.5,7.19,53.79,0.09,Read_Book_Abnormal,6.96
-28.79,-55.33,2.86,-55.72,-32.48,-26.5,4.99,53.73,0.07,Read_Book_Abnormal,6.98
-28.17,-56.06,2.46,-56.17,-31.6,-26.5,5.48,53.93,-0.68,Read_Book_Abnormal,7
-29.19,-54.13,3.01,-53.69,-33.04,-26.5,6.25,52.51,-0.01,Read_Book_Abnormal,7.02
-29.88,-54.7,3.17,-52.61,-34.43,-26.5,8.33,50.2,-1.28,Read_Book_Abnormal,7.04
-28.96,-54.49,2.97,-54.26,-34.87,-26.5,8.81,52.32,0.66,Read_Book_Abnormal,7.06
-30.61,-53.43,2.15,-54.14,-33.27,-26.5,5.84,51.03,1.43,Read_Book_Abnormal,7.08
-30.39,-53.95,3.64,-53.36,-33.89,-26.5,6.22,50.19,-0.54,Read_Book_Abnormal,7.1
-30.29,-54.4,3.85,-54.56,-33.4,-26.5,5.8,50.85,0.05,Read_Book_Abnormal,7.12
-29.71,-54.51,4.25,-54.72,-33.09,-26.5,6.01,51.67,-0.17,Read_Book_Abnormal,7.14
-29.34,-54.55,3.49,-54.04,-33.19,-26.5,5.96,52.17,-0.41,Read_Book_Abnormal,7.16
-29.49,-54.35,3.72,-54.01,-33.27,-26.5,6.22,52.2,-0.05,Read_Book_Abnormal,7.18
-29.76,-54.04,3.84,-54.15,-33.43,-26.5,6.24,51.96,-0.01,Read_Book_Abnormal,7.2
-29.69,-54.34,2.32,-54.51,-33.45,-26.5,6.28,51.98,-0.01,Read_Book_Abnormal,7.22
-29.57,-54.39,2.94,-54.13,-33.39,-26.5,6.43,52.1,-0.06,Read_Book_Abnormal,7.24
-29.54,-54.08,3.35,-53.64,-33.35,-26.5,6.42,52.13,0.02,Read_Book_Abnormal,7.26
-29.51,-54.24,3.23,-53.94,-33.35,-26.5,6.27,52.12,-0.08,Read_Book_Abnormal,7.28
-29.62,-54.15,3.25,-53.85,-33.22,-26.5,6.21,52.06,-0.06,Read_Book_Abnormal,7.3
-29.5,-54.57,3.12,-54.34,-33.27,-26.5,6.3,52.15,-0.07,Read_Book_Abnormal,7.32
-29.37,-54.73,2.62,-54.29,-33.16,-26.5,6.31,52.33,-0.01,Read_Book_Abnormal,7.34
-29.45,-55.06,3.21,-55.16,-33.02,-26.5,6.13,52.33,0.08,Read_Book_Abnormal,7.36
-29.24,-55.03,3.01,-54.9,-32.82,-26.5,6.1,52.8,-0.04,Read_Book_Abnormal,7.38
-29.19,-54.97,3.12,-55.14,-32.72,-26.5,5.88,52.92,-0.07,Read_Book_Abnormal,7.4
-28.95,-55.22,2.79,-55.1,-32.55,-26.5,5.91,52.97,-0.06,Read_Book_Abnormal,7.42
-28.95,-55.23,2.73,-55.49,-32.42,-26.5,5.81,53.01,-0.07,Read_Book_Abnormal,7.44
-28.76,-55.49,2.25,-55.25,-32.42,-26.5,5.91,53.28,-0.13,Read_Book_Abnormal,7.46
-28.84,-54.95,2.76,-55.44,-32.49,-26.5,5.99,53.15,-0.07,Read_Book_Abnormal,7.48
-28.81,-55.51,2.61,-55.56,-32.43,-26.5,5.94,53.14,-0.1,Read_Book_Abnormal,7.5
-28.79,-55.4,2.82,-55.43,-32.46,-26.5,5.97,53.26,-0.04,Read_Book_Abnormal,7.52
-29.01,-55.55,2.64,-55.02,-32.59,-26.5,5.98,53.03,-0.01,Read_Book_Abnormal,7.54
-28.96,-55.27,2.57,-55.01,-32.55,-26.5,5.95,53.13,-0.1,Read_Book_Abnormal,7.56
-29.07,-55.36,2.17,-55.54,-32.62,-26.5,5.94,53.25,-0.03,Read_Book_Abnormal,7.58
-29.05,-55.65,2.86,-55.64,-32.46,-26.5,5.69,53.27,0.12,Read_Book_Abnormal,7.6
-28.85,-55.79,2.46,-55.52,-32.23,-26.5,5.5,53.36,-0.46,Read_Book_Abnormal,7.62
-28.62,-55.38,2.43,-56.12,-32.35,-26.5,6,53.61,-0.06,Read_Book_Abnormal,7.64
-28.86,-55.91,2.9,-55.98,-31.98,-26.5,5.45,53.37,0.1,Read_Book_Abnormal,7.66
-28.76,-56.24,2.18,-56.28,-31.81,-26.5,5.36,53.52,-0.04,Read_Book_Abnormal,7.68
-28.6,-55.91,2.04,-55.96,-31.77,-26.5,5.45,53.72,-0.08,Read_Book_Abnormal,7.7
-28.63,-55.88,2.06,-56.13,-31.78,-26.5,5.32,53.64,-0.08,Read_Book_Abnormal,7.72
-28.73,-55.29,2.62,-56.17,-31.91,-26.5,5.43,53.6,-0.18,Read_Book_Abnormal,7.74
-28.82,-55.54,2.73,-55.8,-32.09,-26.5,5.52,53.43,-0.15,Read_Book_Abnormal,7.76
-28.91,-55.77,2.54,-56.24,-32.24,-26.5,5.66,53.4,-0.09,Read_Book_Abnormal,7.78
-28.97,-55.39,3.16,-55.37,-32.28,-26.5,5.68,53.1,-0.07,Read_Book_Abnormal,7.8
-29,-55.2,2.76,-55.04,-32.37,-26.5,5.74,53.01,-0.04,Read_Book_Abnormal,7.82
-28.93,-55.43,3,-55.58,-32.35,-26.5,5.8,53.04,-0.06,Read_Book_Abnormal,7.84
-28.93,-55.45,3.7,-55.93,-32.35,-26.5,5.74,53.08,-0.04,Read_Book_Abnormal,7.86
-28.9,-55.48,3.94,-55.46,-32.3,-26.5,5.74,53.11,-0.04,Read_Book_Abnormal,7.88
-28.93,-55.23,3.19,-55.35,-32.38,-26.5,5.86,53.08,-0.05,Read_Book_Abnormal,7.9
-29.09,-54.84,2.89,-55.71,-32.49,-26.5,5.72,53.06,-0.03,Read_Book_Abnormal,7.92
-29.11,-55.27,2.94,-55.08,-32.49,-26.5,5.74,53.1,-0.13,Read_Book_Abnormal,7.94
-29.05,-55.18,2.25,-55,-32.6,-26.5,5.9,53.13,-0.09,Read_Book_Abnormal,7.96
-29.02,-55.09,2.8,-55.63,-32.38,-26.5,5.83,53.03,-0.05,Read_Book_Abnormal,7.98
-28.83,-55.65,1.87,-56.03,-32.43,-26.5,5.84,53.19,-0.07,Read_Book_Abnormal,8
-28.34,-55.4,2.58,-56.39,-31.92,-26.5,5.73,54.14,-0.36,Read_Book_Abnormal,8.02
-30.79,-51.26,2.69,-50.96,-34.61,-26.5,6.66,50.61,-0.53,Read_Book_Abnormal,8.04
-30.53,-53.34,3.66,-52.6,-35.29,-26.5,7.81,50.69,-0.18,Read_Book_Abnormal,8.06
-30.65,-52.27,3.48,-52.11,-35.16,-26.5,7.56,50.66,0.45,Read_Book_Abnormal,8.08
-31.07,-52.15,4.02,-51.4,-35.04,-26.5,7.66,50.35,0.21,Read_Book_Abnormal,8.1
-31.29,-51.37,4,-51.18,-35.78,-26.5,8.76,49.03,-0.08,Read_Book_Abnormal,8.12
-30.87,-52.12,4.16,-52.18,-35.73,-26.5,8.37,48.8,-0.2,Read_Book_Abnormal,8.14
-30.15,-52.38,3.84,-51.8,-35.12,-26.5,8.66,50.23,-0.14,Read_Book_Abnormal,8.16
-29.73,-52.86,4.12,-52.91,-34.98,-26.5,8.52,50.69,-0.1,Read_Book_Abnormal,8.18
-29.69,-53.28,3.55,-53.14,-34.6,-26.5,8.22,51.04,-0.19,Read_Book_Abnormal,8.2
-29.47,-53.4,2.93,-53.83,-34.37,-26.5,8.19,51.48,0.19,Read_Book_Abnormal,8.22
-29.57,-54.09,3.18,-53.19,-34.2,-26.5,7.81,51.78,-0.1,Read_Book_Abnormal,8.24
-29.57,-53.43,3.29,-53.3,-34.29,-26.5,8.06,51.86,-0.09,Read_Book_Abnormal,8.26
-29.6,-53.39,3.48,-52.66,-34.55,-26.5,8.14,51.74,-0.17,Read_Book_Abnormal,8.28
-29.54,-53.69,2.92,-53.31,-34.67,-26.5,8.39,51.7,-0.04,Read_Book_Abnormal,8.3
-29.32,-54.05,3.05,-53.02,-34.41,-26.5,8.28,51.99,-0.01,Read_Book_Abnormal,8.32
-29.35,-53.96,3.68,-53.68,-34.28,-26.5,8.27,51.96,0,Read_Book_Abnormal,8.34
-29.28,-53.87,2.68,-53.08,-34.27,-26.5,8.19,52.03,-0.09,Read_Book_Abnormal,8.36
-29.37,-53.73,3.27,-53.6,-34.27,-26.5,8.15,51.92,-0.09,Read_Book_Abnormal,8.38
-29.24,-53.82,3.21,-53.58,-34.34,-26.5,8.28,52.01,-0.06,Read_Book_Abnormal,8.4
-29.35,-53.97,3.14,-53.42,-34.24,-26.5,8.12,51.91,-0.06,Read_Book_Abnormal,8.42
-29.23,-53.82,2.76,-53.64,-34.22,-26.5,8.14,52.13,0,Read_Book_Abnormal,8.44
-29.33,-53.98,3.33,-53.8,-34.2,-26.5,7.98,52.17,-0.05,Read_Book_Abnormal,8.46
-29.29,-54.11,3.41,-53.68,-34.13,-26.5,8.03,52.22,-0.1,Read_Book_Abnormal,8.48
-29.22,-54.07,2.93,-53.92,-34.09,-26.5,8.05,52.16,-0.08,Read_Book_Abnormal,8.5
-29.24,-53.82,3.15,-53.8,-34.09,-26.5,7.97,52.02,-0.1,Read_Book_Abnormal,8.52
-29.22,-53.88,2.69,-53.69,-34.13,-26.5,8.09,52.09,-0.1,Read_Book_Abnormal,8.54
-29.27,-54.16,3.52,-53.58,-34.13,-26.5,8,52.08,-0.09,Read_Book_Abnormal,8.56
-29.21,-54.17,3.32,-53.62,-34.15,-26.5,8.08,52.04,-0.11,Read_Book_Abnormal,8.58
-29.27,-53.71,2.72,-53.13,-34.24,-26.5,8.18,51.99,-0.05,Read_Book_Abnormal,8.6
-29.4,-53.95,3.36,-53.33,-34.25,-26.5,8.01,52.01,-0.01,Read_Book_Abnormal,8.62
-29.49,-53.58,2.68,-53.1,-34.42,-26.5,8.05,52.04,-0.07,Read_Book_Abnormal,8.64
-29.63,-53.78,3.45,-53.25,-34.47,-26.5,8.01,51.93,-0.06,Read_Book_Abnormal,8.66
-29.45,-53.94,2.85,-53.43,-34.37,-26.5,8.14,52,-0.1,Read_Book_Abnormal,8.68
-29.47,-53.68,3.24,-53.44,-34.3,-26.5,8.15,51.83,-0.08,Read_Book_Abnormal,8.7
-29.28,-53.85,3.11,-53.43,-34.34,-26.5,8.28,52.07,-0.09,Read_Book_Abnormal,8.72
-29.53,-53.34,3.21,-53.38,-34.47,-26.5,8.17,51.75,-0.06,Read_Book_Abnormal,8.74
-29.37,-53.65,2.84,-53.4,-34.39,-26.5,8.32,51.88,-0.04,Read_Book_Abnormal,8.76
-29.52,-53.69,3.38,-53.32,-34.36,-26.5,8.18,51.84,0.02,Read_Book_Abnormal,8.78
-29.71,-53.68,2.89,-53.46,-34.37,-26.5,8.07,51.78,-0.22,Read_Book_Abnormal,8.8
-29.32,-53.86,3.48,-53.86,-34.52,-26.5,8.33,52.21,-0.03,Read_Book_Abnormal,8.82
-29.51,-53.94,3.29,-53.78,-34.17,-26.5,7.85,52,0.16,Read_Book_Abnormal,8.84
-29.56,-54.19,3.05,-53.57,-33.99,-26.5,7.86,52.05,-0.28,Read_Book_Abnormal,8.86
-29.37,-54,2.75,-53.6,-34.33,-26.5,8.16,52,0.02,Read_Book_Abnormal,8.88
-29.47,-53.92,2.06,-53.72,-34.09,-26.5,7.85,52.04,-0.05,Read_Book_Abnormal,8.9
-29.52,-53.99,2.7,-53.44,-34.26,-26.5,8.07,51.86,-0.2,Read_Book_Abnormal,8.92
-29.37,-53.48,2.66,-53.87,-34.32,-26.5,8.27,51.94,-0.16,Read_Book_Abnormal,8.94
-29.36,-53.78,2.88,-53.32,-34.49,-26.5,8.19,51.83,-0.09,Read_Book_Abnormal,8.96
-29.48,-53.79,3.75,-52.03,-34.87,-26.5,8.27,51.57,0.04,Read_Book_Abnormal,8.98
-29.86,-53.03,3.88,-52.5,-34.63,-26.5,8.28,51.48,0.07,Read_Book_Abnormal,9
-29.64,-53.53,2.95,-52.84,-34.46,-26.5,8.05,51.76,-0.16,Read_Book_Abnormal,9.02
-29.34,-53.81,2.67,-53.66,-34.57,-26.5,8.42,51.83,-0.01,Read_Book_Abnormal,9.04
-29.59,-53.37,3.27,-53.28,-34.28,-26.5,8.01,51.76,-0.08,Read_Book_Abnormal,9.06
-29.4,-53.85,3.59,-53.64,-34.48,-26.5,8.36,51.71,-0.08,Read_Book_Abnormal,9.08
-29.14,-54.17,3.6,-54.08,-34.16,-26.5,8.13,52.09,0.02,Read_Book_Abnormal,9.1
-29.23,-53.91,2.92,-53.4,-34.03,-26.5,7.93,52.05,-0.19,Read_Book_Abnormal,9.12
-29.03,-54.11,2.84,-54.11,-34,-26.5,8.07,52.24,-0.05,Read_Book_Abnormal,9.14
-29.35,-53.75,2.75,-54.05,-34.1,-26.5,7.95,51.94,0.04,Read_Book_Abnormal,9.16
-29.38,-53.89,3.18,-53.54,-34.13,-26.5,7.76,52.1,-0.06,Read_Book_Abnormal,9.18
-29.56,-53.65,2.92,-53.71,-34.17,-26.5,7.67,52.08,-0.06,Read_Book_Abnormal,9.2
-29.47,-54.11,2.5,-53.52,-34.05,-26.5,7.61,52.22,-0.08,Read_Book_Abnormal,9.22
-29.45,-53.83,3.08,-53.17,-34.09,-26.5,7.73,52.1,-0.08,Read_Book_Abnormal,9.24
-29.39,-53.67,2.88,-54.05,-33.95,-26.5,7.66,52.08,-0.05,Read_Book_Abnormal,9.26
-29.37,-53.75,3.12,-53.66,-34.03,-26.5,7.66,52.06,-0.05,Read_Book_Abnormal,9.28
-29.26,-54.44,3.01,-53.64,-33.94,-26.5,7.62,52.19,-0.04,Read_Book_Abnormal,9.3
-29.16,-54.03,2.94,-53.91,-33.96,-26.5,7.83,52.22,-0.04,Read_Book_Abnormal,9.32
-29.27,-53.85,2.78,-54.04,-33.92,-26.5,7.77,52.12,0.03,Read_Book_Abnormal,9.34
-29.19,-54.05,3.36,-53.73,-33.91,-26.5,7.75,52.32,-0.03,Read_Book_Abnormal,9.36
-29.17,-54.5,2.83,-53.7,-33.89,-26.5,7.69,52.51,-0.07,Read_Book_Abnormal,9.38
-29.08,-54.13,3.52,-54.03,-33.85,-26.5,7.84,52.51,-0.15,Read_Book_Abnormal,9.4
-29.21,-53.82,2.74,-54.24,-33.97,-26.5,7.77,52.25,-0.17,Read_Book_Abnormal,9.42
-29.3,-54.02,2.55,-53.71,-34.13,-26.5,8,51.79,-0.08,Read_Book_Abnormal,9.44
-29.17,-53.92,3.05,-53.58,-33.96,-26.5,7.96,51.93,-0.03,Read_Book_Abnormal,9.46
-29.14,-54.23,3.69,-53.94,-33.89,-26.5,7.97,51.97,-0.03,Read_Book_Abnormal,9.48
-29.19,-54.43,2.81,-54.08,-33.9,-26.5,7.91,52.08,-0.06,Read_Book_Abnormal,9.5
-29.18,-53.96,3.9,-53.81,-34.01,-26.5,8.11,52.07,-0.04,Read_Book_Abnormal,9.52
-29.3,-53.82,3.14,-53.63,-34.04,-26.5,7.99,52.08,-0.03,Read_Book_Abnormal,9.54
-29.32,-54.35,3.58,-53.87,-33.94,-26.5,7.72,52.21,-0.13,Read_Book_Abnormal,9.56
-29.14,-54.03,3.27,-53.81,-34.04,-26.5,8.01,52.33,-0.05,Read_Book_Abnormal,9.58
-29.33,-54.3,2.97,-54.04,-33.95,-26.5,7.84,52.1,-0.1,Read_Book_Abnormal,9.6
